iter	Passed	Remaining
1391	34101	14894
1392	34124	14869
1393	34137	14840
1394	34161	14815
1395	34176	14786
1396	34187	14756
1397	34202	14728
1398	34226	14703
1399	34250	14678
1400	34273	14653
1401	34298	14629
1402	34322	14604
1403	34346	14580
1404	34369	14555
1405	34383	14526
1406	34399	14498
1407	34423	14473
1408	34446	14448
1409	34459	14419
1410	34483	14394
1411	34505	14369
1412	34528	14344
1413	34553	14320
1414	34577	14295
1415	34601	14270
1416	34623	14245
1417	34650	14221
1418	34675	14197
1419	34700	14173
1420	34724	14148
1421	34739	14120
1422	34752	14091
1423	34777	14067
1424	34793	14039
1425	34816	14014
1426	34828	13985
1427	34853	13960
1428	34868	13932
1429	34879	13903
1430	34903	13878
1431	34927	13853
1432	34939	13824
1433	34963	13800
1434	34987	13775
1435	35011	13751
1436	35046	13730
1437	35076	13708
1438	35103	13685
1439	35131	13662
1440	35143	13633
1441	35167	13608
1442	35191	13583
1443	35229	13564
1444	35252	13540
1445	35277	13515
1446	35301	13491
1447	35327	13467
1448	35352	13443
1449	35366	13414
1450	35391	13390
1451	35419	13367
1452	35436	13340
1453	35449	13312
1454	35462	13283
1455	35474	13254
1456	35485	13224
1457	35509	13200
1458	35522	13171
1459	35536	13143
1460	35549	13115
1461	35561	13086
1462	35584	13061
1463	35607	13036
1464	35632	13012
1465	35647	12984
1466	35677	12962
1467	35701	12938
1468	35728	12914
1469	35753	12890
1470	35766	12862
1471	35793	12839
1472	35816	12814
1473	35841	12790
1474	35866	12765
1475	35891	12741
1476	35904	12713
1477	35927	12688
1478	35941	12660
1479	35966	12636
1480	35997	12614
1481	36027	12592
1482	36052	12568
1483	36076	12543
1484	36106	12521
1485	36125	12495
1486	36152	12472
1487	36168	12445
1488	36184	12417
1489	36209	12393
1490	36222	12365
1491	36247	12341
1492	36271	12317
1493	36285	12289
1494	36299	12261
1495	36318	12235
1496	36330	12207
1497	36344	12179
1498	36365	12154
1499	36381	12127
1500	36405	12102
1501	36430	12078
1502	36443	12050
1503	36457	12023
1504	36473	11996
1505	36488	11968
1506	36511	11944
1507	36536	11920
1508	36562	11896
1509	36588	11873
1510	36603	11845
1511	36618	11818
1512	36635	11792
1513	36649	11764
1514	36672	11739
1515	36696	11715
1516	36711	11688
1517	36722	11660
1518	36746	11636
1519	36760	11608
1520	36780	11583
1521	36804	11558
1522	36822	11532
1523	36833	11504
1524	36858	11480
1525	36883	11456
1526	36896	11428
1527	36914	11402
1528	36942	11379
1529	36974	11358
1530	36990	11331
1531	37007	11305
1532	37020	11277
1533	37032	11249
1534	37048	11223
1535	37072	11198
1536	37097	11175
1537	37121	11150
1538	37133	11123
1539	37159	11099
1540	37187	11076
1541	37204	11050
1542	37231	11026
1543	37247	11000
1544	37274	10977
1545	37290	10950
1546	37313	10926
1547	37328	10899
1548	37345	10873
1549	37369	10849
1550	37394	10825
1551	37407	10798
1552	37432	10774
1553	37461	10751
1554	37477	10724
1555	37491	10698
1556	37515	10673
1557	37540	10650
1558	37565	10626
1559	37592	10603
1560	37606	10576
1561	37620	10549
1562	37647	10525
1563	37663	10499
1564	37687	10475
1565	37700	10448
1566	37711	10420
1567	37735	10396
1568	37759	10372
1569	37785	10348
1570	37813	10325
1571	37836	10301
1572	37851	10274
1573	37876	10251
1574	37895	10225
1575	37920	10201
1576	37933	10174
1577	37944	10147
1578	37961	10121
1579	37973	10094
1580	37999	10070
1581	38015	10044
1582	38042	10021
1583	38066	9997
1584	38080	9970
1585	38105	9946
1586	38129	9922
1587	38152	9898
1588	38166	9871
1589	38190	9847
1590	38202	9820
1591	38217	9794
1592	38244	9771
1593	38270	9747
1594	38281	9720
1595	38296	9694
1596	38309	9667
1597	38333	9643
1598	38356	9619
1599	38381	9595
1600	38399	9569
1601	38423	9545
1602	38445	9521
1603	38466	9496
1604	38491	9472
1605	38514	9448
1606	38536	9424
1607	38563	9401
1608	38580	9375
1609	38604	9351
1610	38626	9327
1611	38641	9300
1612	38654	9274
1613	38669	9248
1614	38682	9221
1615	38697	9195
1616	38720	9171
1617	38744	9147
1618	38768	9123
1619	38781	9096
1620	38805	9072
1621	38820	9046
1622	38847	9023
1623	38877	9001
1624	38902	8977
1625	38920	8952
1626	38945	8928
1627	38968	8904
1628	38994	8880
1629	39007	8854
1630	39026	8829
1631	39042	8803
1632	39066	8779
1633	39102	8758
1634	39128	8735
1635	39150	8710
1636	39164	8684
1637	39182	8659
1638	39208	8635
1639	39222	8609
1640	39247	8586
1641	39276	8563
1642	39295	8538
1643	39321	8514
1644	39345	8490
1645	39369	8467
1646	39393	8443
1647	39419	8419
1648	39433	8393
1649	39458	8369
1650	39483	8346
1651	39508	8322
1652	39526	8297
1653	39539	8271
1654	39561	8246
1655	39586	8223
1656	39609	8199
1657	39621	8172
1658	39645	8148
1659	39669	8125
1660	39693	8101
1661	39719	8077
1662	39746	8054
