iter	RMSE
1666	14.01999138
1667	14.01999081
1668	14.01898351
1669	14.01898295
1670	14.01898295
1671	14.01898126
1672	14.01897787
1673	14.01897787
1674	14.01671358
1675	14.01671301
1676	14.01470408
1677	14.01460585
1678	14.00932217
1679	14.00899237
1680	14.00804019
1681	14.00529059
1682	14.00529003
1683	14.00231841
1684	14.00231841
1685	14.00038031
1686	14.00037014
1687	14.00037014
1688	13.99843628
1689	13.99843515
1690	13.99649029
1691	13.99615227
1692	13.99581764
1693	13.99581707
1694	13.99526875
1695	13.99423141
1696	13.99423028
1697	13.98979397
1698	13.98979284
1699	13.98978945
1700	13.98949086
1701	13.98298978
1702	13.97939827
1703	13.97550524
1704	13.97189426
1705	13.97189426
1706	13.9712408
1707	13.97043895
1708	13.97031946
1709	13.96925478
1710	13.96851851
1711	13.96687197
1712	13.96381399
1713	13.96379303
1714	13.96379133
1715	13.96379077
1716	13.96379077
1717	13.9637902
1718	13.95976984
1719	13.95976814
1720	13.95975227
1721	13.95975227
1722	13.95975114
1723	13.95952218
1724	13.95952218
1725	13.95952105
1726	13.95951991
1727	13.95536057
1728	13.95536057
1729	13.95536057
1730	13.95390241
1731	13.95388143
1732	13.95388086
1733	13.95378675
1734	13.95069471
1735	13.94653444
1736	13.94640113
1737	13.94440703
1738	13.94369214
1739	13.94334547
1740	13.9433449
1741	13.94034533
1742	13.94034362
1743	13.94012853
1744	13.9401291
1745	13.93903203
1746	13.93903089
1747	13.93902976
1748	13.93782078
1749	13.93675702
1750	13.9281571
1751	13.92815369
1752	13.92311563
1753	13.92247295
1754	13.92245363
1755	13.91812064
1756	13.91810189
1757	13.91809791
1758	13.91748854
1759	13.91602641
1760	13.91602641
1761	13.91463008
1762	13.90983112
1763	13.90784657
1764	13.90782837
1765	13.90782837
1766	13.90773508
1767	13.90745861
1768	13.90745691
1769	13.90745577
1770	13.90745236
1771	13.90430734
1772	13.90082868
1773	13.90082754
1774	13.90010473
1775	13.89936195
1776	13.89936252
1777	13.89935967
1778	13.8926638
1779	13.89239786
1780	13.89238192
1781	13.88803955
1782	13.88733885
1783	13.88733942
1784	13.88733885
1785	13.88730638
1786	13.88638916
1787	13.88638973
1788	13.88638859
1789	13.88638802
1790	13.88532544
1791	13.88532601
1792	13.88361547
1793	13.88361604
1794	13.8836149
1795	13.88361433
1796	13.88361433
1797	13.8818443
1798	13.8818443
1799	13.88184373
1800	13.87763146
1801	13.87763146
1802	13.87763089
1803	13.87388495
1804	13.87388495
1805	13.87388495
1806	13.87379599
1807	13.87379143
1808	13.8679749
1809	13.86797433
1810	13.86633867
1811	13.86537841
1812	13.86537784
1813	13.86101673
1814	13.85395171
1815	13.85249258
1816	13.85249258
1817	13.85249201
1818	13.85180779
1819	13.85180722
1820	13.84929053
1821	13.84929053
1822	13.8492871
1823	13.84927682
1824	13.84221723
1825	13.84221666
1826	13.83846799
1827	13.83385077
1828	13.83047966
1829	13.82831895
1830	13.82772966
1831	13.82687028
1832	13.82599196
1833	13.82599254
1834	13.82599254
1835	13.82599254
1836	13.8255153
1837	13.8255153
1838	13.82048562
1839	13.8185243
1840	13.8185243
1841	13.81739067
1842	13.81739067
1843	13.81626839
1844	13.81626839
1845	13.81552569
1846	13.81487343
1847	13.81243821
1848	13.81181903
1849	13.8109157
1850	13.80930192
1851	13.80836634
1852	13.8083652
1853	13.8083652
1854	13.80294697
1855	13.80294754
1856	13.80294639
1857	13.80294697
1858	13.80293894
1859	13.79749565
1860	13.79749565
1861	13.79747959
1862	13.79655984
1863	13.79589521
1864	13.79469376
1865	13.79467598
1866	13.79467426
1867	13.79228251
1868	13.79173528
1869	13.79173413
1870	13.79173471
1871	13.79173471
1872	13.78875264
1873	13.78875092
1874	13.78875092
1875	13.78496705
1876	13.78414403
1877	13.78241232
1878	13.78189741
1879	13.78086352
1880	13.77644178
1881	13.77341332
1882	13.77339839
1883	13.7726775
1884	13.7722507
1885	13.77224438
1886	13.77215534
1887	13.77215591
1888	13.77215591
1889	13.77215534
1890	13.76944827
1891	13.76811235
1892	13.76674929
1893	13.76674872
1894	13.76674872
1895	13.76674814
1896	13.76674814
1897	13.7655884
1898	13.76327725
1899	13.76327667
1900	13.76327725
1901	13.76327782
1902	13.76327667
1903	13.7610002
1904	13.75941105
1905	13.75941162
1906	13.75941162
1907	13.75941105
1908	13.75941047
1909	13.75941105
1910	13.7594099
1911	13.7594099
1912	13.7594099
1913	13.7594099
1914	13.75814488
1915	13.75801032
1916	13.75570883
1917	13.75569042
1918	13.75470518
1919	13.75470518
1920	13.75164087
1921	13.75164144
1922	13.74997583
1923	13.74997583
1924	13.74997641
1925	13.74501636
1926	13.74501751
1927	13.74501636
1928	13.74501636
1929	13.74501578
1930	13.74501578
1931	13.74234137
1932	13.74234137
1933	13.74234194
1934	13.74234137
1935	13.74009309
1936	13.74009309
1937	13.74009309
1938	13.73669206
1939	13.73554706
1940	13.73554706
1941	13.73554706
1942	13.73554649
1943	13.73552979
1944	13.73552575
1945	13.73550905
1946	13.72442212
1947	13.72116309
1948	13.72116309
1949	13.72044292
1950	13.72044234
1951	13.72044292
1952	13.72044234
1953	13.71968349
1954	13.71968349
1955	13.71774468
1956	13.71774468
1957	13.7172781
1958	13.7172781
1959	13.7155812
1960	13.71558178
1961	13.71282316
1962	13.71281162
1963	13.71236391
1964	13.71234949
1965	13.71233622
1966	13.71233564
1967	13.71215159
1968	13.71215101
1969	13.70751665
1970	13.70751665
1971	13.7064835
1972	13.70601192
1973	13.70013282
1974	13.70012011
1975	13.69857472
1976	13.69760616
1977	13.69760616
1978	13.69188524
1979	13.68945936
1980	13.68945589
1981	13.68945589
1982	13.68612263
1983	13.68612205
1984	13.68333899
1985	13.67948142
1986	13.67580153
1987	13.67579574
1988	13.67151478
1989	13.67060623
1990	13.67044129
1991	13.66823676
1992	13.66822403
1993	13.66822403
1994	13.66687764
1995	13.66687764
1996	13.66687532
1997	13.66687532
1998	13.66573605
1999	13.66573605
